,id,awardeeName,awardeeStateCode,startDate,expDate,title,abstractText,fundsObligatedAmt,fundsObligatedAmt,org_state_full,awardeeName_norm
14171,2337711,Texas A&M AgriLife Research,TX,2024-08-01,2029-07-31,career field scale quantification of dynamic physical properties in shrink swell soils for improved hydrological prediction,shrink swell soils are clayey soils that expand when wetting and shrink when drying though these soils account for only of soil globally they have a disproportionately large impact on water quantity and quality due to their shrink swell properties which lead to the formation of cracks that in turn strongly influence key hydrologic processes including water and contaminant transport infiltration runoff and plant water use currently there are no ways of predicting the cracking behavior of these soils or including the effects of these cracks in model simulations the goal of this research is to improve our ability to measure and predict crack formation in shrink swell soils with the ultimate goal of improving models of water flow in soils this will allow us to better manage and predict the movement of water and pollutants within the environment in addition the project will include training opportunities for k teachers to learn about soil science activities and lessons with the goal of attracting students to the field at a young age to date the dynamic physical properties of shrink swell soils have not been adequately quantified beyond individual sites further theoretical models describing the soil water content bulk density relationship depend on empirical parameters that lack physical meaning to address this gap this project will integrate multiple proven non invasive geophysical measurement types at several locations to allow for the accurate field scale quantification of the soil water content bulk density relationship the goal of the proposed research is to improve understanding of and ability to quantify dynamic properties of shrink swell soils at the field scale by providing a physically based non site specific representation of the soil water content bulk density relationship this objective will be reached using the following objectives quantify the relationship between soil moisture and bulk density at the field scale in shrink swell soils at multiple sites quantify the number and size of soil cracks based on surface and subsurface imagery and produce field scale estimates of effective soil hydraulic parameters for characterizing soil shrinkage swelling and crack development the educational objectives of the proposed work are to broaden participation in soil and earth sciences by hosting multiple train the trainer soil science education workshops for k educators and incorporate project findings into an existing open source introductory soil physics textbook this research will provide a physically based theoretical model of the soil water content bulk density relationship at the field scale and lay a foundation for the integration of that model into existing numerical models this will allow for the dynamic representation of the presence and size of cracks in areas with shrink swell soils improving estimates of infiltration surface runoff and soil water storage this project is co funded by the hydrologic sciences and education and human resources programs in nsf s division of earth sciences this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,570693,570693,Texas,Texas A&M AgriLife Research
63295,1917695,Louisiana State University,LA,2019-09-01,2025-08-31,collaborative research what created the southern tibetan plateau drainage divide integrated tectonic and geomorphic investigation of the gangdese range and yarlung river,collisional motions between tectonic plates deform the earth s crust forming mountain belts over millions of years this process is most visible along the boundaries between tectonic plates but also occurs further away from plate boundaries where more subtle features reflect deeper seated tectonic movements this project focuses on the gangdese mountains in southern tibet which host some of the highest mountains of the tibetan plateau these mountains are located kilometers north of the high peaks of the himalayas but are actively rising due to deep seated faulting related to collision between the indian and asian tectonic plates this range forms the boundary between the low relief relatively flat interior of the tibetan plateau that retains all precipitation in lakes and the higher relief region to the south that is drained by the yarlung siang brahmaputra river by mapping the geologic structures determining when and at what rate rocks were exposed at the surface and comparing these data to simulations of erosion due to precipitation and river incision the project investigators will determine the details of the deep seated tectonic motions and how these motions affected the landscape of the tibetan plateau and one of the largest river systems in asia broader impacts of this project will include the development of teaching modules based on this research the preparation of three phd students and one postdoctoral researcher to join the skilled scientific workforce and outreach to the public through museum hosted instructional modules and public research presentations this research seeks to understand how and to what extent miocene to recent tectonics affected the landscape and river systems of the southern tibetan plateau the project will test the hypothesis that a major crustal ramp or duplex beneath the gangdese mountains drove rock uplift along the southern boundary of the plateau in the interior of the himalayan orogenic belt since at least miocene time research will focus on whether rock uplift outpaced erosion and established the drainage divide that currently separates the expansive internally drained region from the yarlung siang brahmaputra river system to the south to address this hypothesis and other alternative hypotheses the researchers will conduct an integrated study involving field focused structural geology thermochronology landscape evolution modeling and detrital cosmogenic radionuclide dating the hypotheses provide a set of testable predictions for the geometry of rock exposures and the history of deformation timing and rates of rock cooling expected landscape evolution in response to various tectonic and or climatic drivers and millennial scale erosion rates for catchment basins if a tectonic driver for establishment of the southern drainage boundary is supported by the data then tectonics is also implicated in the evolution of the yarlung siang brahmaputra river system one of the largest in the world this research will advance our collective understanding of how mountain belts and plateaus form in response to tectonics how mountain landscapes evolve and respond to variable tectonic influences and how major river systems develop during million year to millennial timescales this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,263641,263641,Louisiana,Louisiana State University
31730,2234046,Iowa State University,IA,2022-09-01,2026-08-31,eager new lithium oxy thioborate solid state electrolytes,this eager project is conducting fundamental high risk research on new polycrystalline solid electrolytes that can be used in the development of new all solid state batteries that are safer and more energy dense while lithium ion batteries are powerful they present a potential dangerous fire hazard in some demanding applications in this new project new solid electrolytes are being prepared and studied that will help create a new type of all solid state battery that is more durable and resistant to decay and can hold times more energy than traditional lithium batteries this research project trains graduate students in state of the art solid electrolyte and materials synthesis materials characterization and solid state electrochemistry of solid electrolytes and as such broadens the cadre of new knowledge workers in the critical field of energy storage further the graduate students supported by this project will conduct informal science education using the gaffers guild glass blowing studio at iowa state university at the very core of every lithium battery is a potentially flammable organic liquid electrolyte if a lithium battery is overcharged overheated or draws too much current too rapidly the organic liquid electrolyte can react and cause damage in this new project fundamental research is being conducted to study new kinds of lithium thioborate lbs and oxygen doped lithium oxy thioborate lbso solid electrolytes the project will examine the underlying structural chemistry of mixing boron oxygen and sulfur to explore three hypotheses that these new lbs and lbso solid electrolytes will have among the highest ever reported li ion conductivities combined with low density and high voltage stability that adding oxygen will improve the chemical durability and electrochemical stability of the solid electrolytes by forming bridging oxygens between the boron atoms that adding sulfur will increase the lithium ion conductivity by forming low basicity bs anion sites of low binding energy this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,300000,300000,Iowa,Iowa State University
41574,2127353,University of Texas at Austin,TX,2021-09-01,2026-08-31,collaborative research nna research capturing indigenous knowledge to co design more effective operations maintenance and management of water infrastructure,navigating the new arctic nna is one of nsf s big ideas nna projects address convergence scientific challenges in the rapidly changing arctic the arctic research is needed to inform the economy security and resilience of the nation the larger region and the globe nna empowers new research partnerships from local to international scales diversifies the next generation of arctic researchers enhances efforts in formal and informal education and integrates the co production of knowledge where appropriate this award fulfills part of that aim by addressing interactions among social systems natural environment and built environment in the following nna focus areas resilient infrastructure and education a challenge for rural water infrastructure systems in the arctic is how to operate manage and maintain them successfully operations maintenance and management omm that ensures continuous water access is difficult in these remote areas for many reasons such as limited access to technical resources and to training across a broad range of skills building local workforce capacity and training has been recommended to address this omm gap however underlying these recommendations is the assumption that the knowledge used to build the water systems matches the local knowledge of people operating and interacting with said systems in rural alaska this is not always the case this project seeks to bridge this gap between expected engineering know how and the actual know how of the local community the approach supports local operators through developing water system omm training material that is better grounded in local knowledge at a systems scale the project also develops educational material describing rural alaskan water systems aimed at educating the non technical user community more broadly through bridging the connection between engineering and social context this project empowers and broadens participation of the current and potential future engineering workforce to make inroads into this challenge this interdisciplinary research team engages in a three phased approach that integrates principles from civil and environmental engineering sociology anthropology and human computer interaction phase i characterizes the knowledge landscape between socio cultural technical knowledge domains this is accomplished using ethnographic interviews that seek to understand daily practices that pertain to water as well as how relevant local natural resources are classified and understood this phase also uses artificial intelligence approaches such as natural language processing to assess the engineering knowledge expected for omm as derived from existing water operator training and omm support material phase ii consists of mixed modality focus groups to understand end user valuations and expectations of water services and the development of cross cultural information resources by mapping the mixed knowledge structures together to produce accessible omm resources for operators phase iii evaluates the knowledge transfer across domains of understanding with the hopes of developing protocols and materials that can scale across water systems and to other remote communities this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,876899,876899,Texas,University of Texas at Austin
41893,2127743,Michigan State University,MI,2021-09-01,2026-08-31,research pgr the temperature immunity nexus activation of immunity by low temperature,plant diseases routinely cause significant losses in crop productivity thus a fundamental goal of plant biology research is to identify genes that impart immunity against plant pathogens and to determine how they are regulated in response to environmental stimuli much has been learned about the nature of immunity genes and how they are regulated in response to pathogen attack i e in response to biotic stress however recent studies have established that immunity genes can also be induced in response to abiotic stress namely cold temperatures in this proposal the investigators will study this temperature immunity nexus how plant immunity is regulated by temperature this phenomenon has received relatively little attention but has been observed in crop and other plant species indicating that it may be an underappreciated highly conserved preemptive survival strategy i e that plant immunity is activated in response to an abiotic stress that otherwise has the potential to increase the susceptibility of the plant to infection by pathogens given the ever increasing concerns about climate change and the possible negative effects that these changes could have on crop productivity it is of great importance to understand the connectivity between abiotic and biotic regulation of immunity genes as such information has the potential to be used to develop novel approaches to enhance plant resilience to environmental stresses the arabidopsis calmodulin binding transcription activator camta transcription factors are master regulators of salicylic acid sa mediated immunity in healthy plants grown at moderate temperature ca c the camta proteins repress expression of sa immunity genes however when plants are exposed to pathogens a biotic stress or as has recently been demonstrated by this research team low temperature ca c an abiotic stress the camta brake is disabled resulting in the induction of defense genes a fundamental goal of this project is to determine how the repression activity of the arabidopsis camta protein is regulated by temperature in particular a combination of biochemical proteomic genetic and genomic approaches will be used to determine how the camta protein represses expression of target genes at moderate temperature how low temperature suppresses camta repression activity and whether abiotic factors other than low temperature can inactivate the camta brake an additional integral component of this project is to extend the studies on camta regulation of immunity genes in arabidopsis to a range of important crop species and to determine the extent to which regulation of immunity in response to low temperature and other abiotic stresses is conserved in plants taken together the results from these lines of investigation promise to expand our knowledge of the basic rules of life that govern host defense mechanisms in plants this award was co funded by the plant genome research program and plant biotic interactions program this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,1800000,1800000,Michigan,Michigan State University
15764,2348996,Johns Hopkins University,MD,2024-07-01,2027-06-30,variable coefficient fourier analysis,the pi will study several problems in geometric harmonic analysis the settings for these problems involve geometric manifolds of dimension two or more associated with a given manifold are fundamental objects called eigenfunctions these are the fundamental modes of vibration of the manifold and they are the higher dimensional analogs of the familiar trigonometric functions for the circle designers of musical instruments are well aware that the shape of say a drum or the soundboard of stringed instrument affects the basic tones that it omits as well as the sound volume similar phenomena arise for manifolds and the pi will study precisely how their shapes such as how they are curved affect the properties properties of eigenfunctions just as in music one particularly expects different shapes and geometries to become more apparent in the behavior of the fundamental modes of vibration as the frequency becomes larger and larger these eigenfunctions are solutions of a differential equation that is similar to the wave equation and the pi will study similar problems involving it the general theme is to study how solutions of wave equations are affected by their physical backgrounds such as whether or not black holes are present or whether the background becomes very close to a vacuum near infinity this project provides research training opportunities for graduate students among the specific problems the pi shall study they wish to obtain improved estimates that measure the size and concentration of eigenfunctions in order to do this they will develop what is called global harmonic analysis which is a mixture of classical harmonic analysis microlocal analysis and techniques from geometry the basic estimates are lp estimates for eigenfunctions and quasimodes and related highly localized l estimates that are sensitive to concentration the main questions center around how the geometry and the global dynamics of the geodesic flow affect the estimates and the kinds of functions that saturate them the latter issue is closely related to the much studied but still not well understood questions of concentration oscillation and size properties of modes and quasimodes in spectral asymptotics these questions are also naturally linked to the long time properties of the solution operator for the wave equation schrodinger equation and resolvent estimates coming from the metric laplacian high frequency solutions and obtaining sharp results under geometric assumptions are particularly interesting they will also study functions that saturate the estimates in different ways depending on the sign of the sectional curvatures of the manifolds this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,260288,260288,Maryland,Johns Hopkins University
40353,2121028,University of Southern California,CA,2021-10-01,2025-08-31,nsf bsf ri small efficient bi and multi objective search algorithms,this project develops faster search algorithms for route planning problems where multiple cost measures are used to determine the best solutions for example when transporting hazardous goods it is important to consider both the duration and safety of a route other applications include planning power transmission lines inspection and manipulation planning in robotics scheduling satellites and routing packets in computer networks these bi and multi objective search algorithms work by maintaining many paths from the given start location to each location encountered during the search this approach currently prevents them from solving realistically sized problems in real time this project both investigates techniques for speeding them up to realistic problem sizes and develops new benchmark instances for evaluating their performance it is part of an international collaboration that also includes the exchange of personnel and the development of educational material bi objective and multi objective search algorithms allow the cost of every graph edge to be quantified by two or more real values they essentially assume that one wants to find the set of all paths called the pareto frontier such that each path in the set is better than all other paths from a given start vertex to a given goal vertex with respect to the sum of at least one cost component of its edges or equally good with respect to all cost components the researchers of this project work on finding synergies between ideas from existing bi objective search algorithms and recent algorithmic developments in the artificial intelligence search community to develop the next generation of optimal and approximately optimal bi objective search algorithms they are also working on generalizing their bi objective search algorithms to multi objective search algorithms and applying them in the context of transportation and robotics this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,499694,499694,California,University of Southern California
7571,2447869,Arizona State University,AZ,2025-03-01,2028-02-29,reu site pioneering the future at the unique compact x ray free electron laser facility,the compact x ray free electron laser facility at arizona state university features two groundbreaking first of their kind pulsed x ray sources this new research experiences for undergraduates reu site offers a unique opportunity for undergraduate students from diverse disciplines across the u s to contribute to the design construction and commissioning of these cutting edge x ray sources participants will also engage in the first scientific experiments exploring applications in quantum materials biochemistry atomic and molecular science optical science and medicine this program aims to increase the national stem talent pool by recruiting participants from a broad range of institutions including minority serving institutions local community colleges and tribal colleges beyond the research experience students will attend project management meetings and participate in professional development workshops and scientific seminars by the conclusion of the program participants will have developed critical skills gained confidence and contributed to advancing the field all while preparing for advanced studies and careers in stem over the course of a week summer program participants in this reu site will gain hands on experience constructing and commissioning novel x ray sources and planning and executing scientific experiments the program s educational goal is to develop independent researchers who can apply scientific principles across various disciplines due to the diversity of expertise available among faculty mentors students will be recruited from fields including physics engineering computer science chemistry and biology science questions increasingly focus on understanding events changes and structures at the smallest atomic scales across a wide range of disciplines the two compact x ray light sources produce sub femtosecond x ray pulses which enable advanced studies to directly observe manipulate and control quantum dynamics in complex materials molecules and interfaces these capabilities will reveal novel biological processes enable new energy efficient technologies and decode quantum behavior that can drive new computing methods and novel materials students will work on projects aligned with their interests contributing to the advancement of these multidisciplinary x ray sources and the broader field of ultrafast x ray science they will also gain valuable insights into project management within the context of a large scale academic research initiative the program concludes with a dedicated symposium where participants present their research findings students are further encouraged to share their work through peer reviewed publications and at national conferences this unique environment offers undergraduates valuable exposure to the interdisciplinary nature of large scale research facilities preparing them for advanced degrees and careers in stem this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,344205,344205,Arizona,Arizona State University
15506,2340661,University of Chicago,IL,2024-07-01,2029-06-30,career skin color and inequality measurement and mitigation,skin color discrimination regardless of race is common across societies around the world also known as colorism it typically manifests itself in favoring lighter skin over darker skin and has been found to be an important predictor of many outcomes including occupation educational attainment criminal justice system involvement and marital outcomes among others however there is no objective way of measuring skin color this career award will fund research to develop new methods based on artificial intelligence technology to accurately measure skin tone for a large number of young people and make the data available to other researchers this will allow more research on the relationship between skin tone and several outcomes the research will also use the data to investigate how skin tone affects who is chosen to participate in crime intervention programs as well as parental investments in their children s education the results of this research will provide inputs into efforts to reduce differential opportunities based in skin tone differences this will improve the overall quality of the us labor force increase productivity economic growth and improve the well being of citizens the results of this research will also help establish the us as a global leader in reducing the effects of colorism on outcomes despite the potential distortionary effects on decision making colorism has been understudied in the economics literature partly because it is difficult to measure colorism the first part of this career research award will develop ai and neural networks assisted computational protocols to systematically classify skin color that is scalable replicable accounts for local knowledge in a study setting and use the protocols to create a large data set on skin color the methods and data collected will open new avenues of inquiry across the social sciences medicine humanities and law the research project will also study how individual level interventions such as those related to education and other human capital investments and empowerment programs may be causally influenced by colorism this part of this research will also study the heterogeneous impacts of interventions based on skin color as well as explore potential underlying mechanisms that contribute to these differential effects the results of this research will provide inputs into efforts to reduce differential opportunities to people based on skin color efforts that are likely to improve the overall quality of the us labor force increase productivity economics growth and the well being of american citizens the results of this research will also help establish the us as the global leader in reducing the effects of colorism on many outcomes this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,321061,321061,Illinois,University of Chicago
11534,2412143,University of Rhode Island,RI,2024-09-01,2027-08-31,collaborative research transport dynamics and mobility of large scale submarine volcaniclastic density currents at hunga volcano tonga,in january the largest submarine explosive volcanic eruption recorded by modern instruments occurred at hunga volcano in tonga this research will collect samples and new observations of volcanic sediment to understand how underwater volcanic eruptions transport material the research uses this recent eruption to learn about underwater volcanic landslides that have been impossible to study directly until now the results will help predict hazards from submarine eruptions this project will include public outreach by a science communication professional the project also involves international collaboration with the kingdom of tonga and the training of four graduate students in hunga tonga volcano erupted explosively producing a widely studied stratospheric ash cloud and an estimated cubic kilometers of much less well studied submarine volcaniclastic deposits this project seeks to characterize the large scale submarine volcaniclastic density currents produced by this eruption in order to better understand these understudied volcanic products globally systematic sampling and mapping in a field campaign using remotely operated submersible jason autonomous underwater vehicle sentry and ship based gravity and slow coring will sample the eruption deposits at multiple spatial scales these new data will enable computational modeling aimed at better understanding transport mechanisms mobility and rheology of submarine volcaniclastic flows the hunga tonga eruption illustrated how vulnerable communication cables and other seafloor infrastructure are to these density currents similar volcanoes and similarly vulnerable infrastructure exist around the globe and particularly in the island arc systems around the pacific broader impacts of this work will include four u s graduate students involve public outreach from the ship and subsequent events hosted at the smithsonian institution extensive international collaboration is planned with scientists students and a science communicator from tonga included in the fieldwork and lab analysis this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,165070,165070,Rhode Island,University of Rhode Island
34159,2149016,Arizona State University,AZ,2022-08-01,2026-01-31,ear climate an open source facility for water organic rock microbe worm reaction modeling,computer models are widely used to reveal underlying reasons for why water compositions change how soils develop how toxic compounds spread through the environment how microorganisms access energy supplies and nutrients and how major geologic processes lead to the formation of ore deposits petroleum reservoirs volcanoes and natural disasters all too often access to such models requires advanced training major commitments of time and proprietary software the water organic rock microbe worm computational ecosystem provides access to these calculations through an open source online platform with built in software tools and interactive demonstrations accessible to anyone through an internet browser students teachers researchers and members of the general public have been actively learning about and performing geochemical calculations on the worm portal since the server went live in early as a facility the worm portal will broaden its variety of applications and its user base this project will create new computational modules expand engagement throughout the earth science community including underrepresented groups and students and provide multiple new formats for delivering worm computational tools this project will extend worm modeling tools to include mass transfer during weathering and alteration and chemical power supplies that support microbes in natural fluids and experimental media in addition new complementary modules will enhance existing thermodynamic data regression and estimation modules engagement will expand through online workshops tutorials developed from indigenous perspectives and in class student projects as well as introductory and advanced videos in addition to maintaining the current worm portal and establishing its cloud based counterpart access will be diversified though a portable containerized version of worm operable out of internet contact this project is co funded with contributions from the geoinformatics program the instrumentation facilities program and the geobiology low temperature geochemistry program and a collaboration between the directorate for geosciences and office of advanced cyberinfrastructure to support ai ml and open science activities in the geosciences this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,1275352,1275352,Arizona,Arizona State University
7073,2445300,Villanova University,PA,2025-04-01,2028-03-31,how larval neurons are reprogrammed for adult behaviors in drosophila,as animals enter different stages of life their needs and behaviors change how the nervous system changes to allow for stage appropriate behaviors is a central question in neuroscience with connections to neurological disease and mental health many behaviors specific to adults arise after a period of maturation e g puberty when a juvenile transforms into an adult the nervous system transforms drastically during this time including the birth of new cells that build the circuits for adult behaviors across the animal kingdom juvenile neurons have been reported to reprogram during maturation and contribute to circuits for adult specific behaviors by poorly understood molecular mechanisms the lag in our understanding is due in part from the technical challenges in identifying developmentally reprogrammed neurons in the first place this project leverages a powerful system to study maturational reprogramming of neurons at cellular and molecular level this investigation will test the hypothesis that development can use the same neurons to construct a variety of neural circuits whose use is specific to different sexes and stages of life the project will offer immersive neuroscience and biomedical training for undergraduates master s students and postbaccalaureate researchers before pursuing a phd in neuroscience or related fields undergraduate students in an investigative neurobiology course will also engage in hands on lab experiences contributing directly to ongoing research in drosophila sex specific behaviors like mating develop when juvenile larvae metamorphose into adults prior studies identified a small population of interneurons in the adult female nerve cord the ddag neurons that influence many aspects of female fertility these neurons are born during embryogenesis and exist as mature interneurons in larvae of both sexes during metamorphosis the juvenile counterparts of the ddag neurons acquire sex specific identity apoptose in males and reprogram in females for mating functions the circuits for reproductive behavior in flies are thus partially built from developmentally reprogrammed neurons with former activities in sex agnostic juvenile larvae this project will use the ddag neurons to study the developmental and molecular mechanisms that reprogram neurons during maturation the work will determine how different subtypes of ddag neurons in adults contribute to female behavior and elucidate the larval counterparts of each ddag subtype and their functions in larvae and uncover the molecular mechanism that reprograms the ddag neurons during metamorphosis this investigation will test the hypothesis that two segmentally repeating neuronal subtypes in larvae that regulate locomotion reprogram to five adult subtypes with different functions in female mating further the study will test the hypothesis that a transcription factor program present in the larval counterparts of these neurons reprograms them in response to a permissive metamorphic hormone taken together this project will provide transformative insights into the mechanisms that govern the reprogramming of juvenile neurons during maturation this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,502563,502563,Pennsylvania,Villanova University
33580,2214013,Northeastern University,MA,2022-08-15,2026-07-31,pfi rp smart seizure prediction system based on ai enabled implantable sensor networks,the broader impact commercial potential of this partnerships for innovation research partnerships pfi rp project is to provide a better quality life for patients affected by neurological disorders for whom antiepilepsy drugs are not effective while the technology will focus on novel treatments for drug resistant epilepsy a number of additional medical applications including the treatment of patients with cardiac pacemakers parkinson disease or post traumatic stress disorder ptsd could be possible according to the centers for disease control cdc of the us population about million people has active epilepsy with more than million people affected globally while epilepsy patients have benefited from implantable medical devices imds none of the current food and drug administration fda approved neurostimulators that are used to alleviate seizure intensity in patients with drug resistant epilepsy offer preventive treatment or well in advance accurate predictive alerts this project may enable medical professionals to accurately predict a seizure so that patients could take precautions and avoid adverse outcomes such as serious injuries or death the proposed project will enable in situ smart medical inference via embedded artificial intelligence ai algorithms for patients affected by neurological disorders not treatable with antiepilepsy madications the treatment may eliminate the need for subcutaneous wiring and highspeed through body wireless links offering a safer and more energy efficient solution currently commercial neurostimulator systems use wired leads from a subcutaneous generator to send electrical signals to the targeted stimulation site this wiring is a major cause of post operative complications additionally most of these systems are open loop and have limited edge computing capabilities they require significant manual clinician input to adjust their response parameters and some still use continuous stimulation since they cannot predict a seizure this project may improve deep brain and other neurostimulation technologies by developing intelligent and wirelessly powered implants with embedded in situ ai processing this development may remove the dependency of the prediction models on external cloud computing which requires transmission of a steady stream of data from implantable sensors to external devices wireless connectivity re chargeability and re programmability will be added to the system through low power ultrasonic waves this innovation may eliminate the needs for subcutaneous wiring between electrodes and implants and for large implanted batteries this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,550000,550000,Massachusetts,Northeastern University
22769,2302641,Rutgers University New Brunswick,NJ,2023-09-01,2026-08-31,number theory geometry and dynamics,this project aims to explore interactions between analysis dynamics number theory and group theory a quintessential example of such occurs in the study of arithmetic properties of circle and sphere packings a fertile area of research where techniques can be developed that then apply to much broader contexts integrated with the research components of this project are a number of educational and outreach endeavors the pi is engaged in organizing seminars workshops and conferences around the world collaborating with the national museum of mathematics and reaching broader audiences with youtube videos on high level but accessible mathematics topics in years and of this project the pi will bring to rutgers the mathcorps summer program for middle and high school students from the new brunswick area a major component of the pi s research program is the study of local global principles in thin groups and their myriad applications to seemingly unrelated problems in distant branches of mathematics consequences include a better understanding of the asymptotic properties of closed geodesic lengths on infinite volume hyperbolic surfaces billiard trajectories on flat surfaces and the sets of radii of circles and spheres in packings generated by group actions the pi will also work to classify which convex polyhedra when geometrized to finite covolume folds are arithmetic attack a number of problems in homogeneous dynamics and diophantine approximation and contribute to the lean interactive theorem prover s mathlib library this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,349999,349999,New Jersey,Rutgers University New Brunswick
11948,2400047,Brown University,RI,2024-09-01,2027-08-31,dynamic catalysts for sulfur atom transfer reactions,with the support of the chemical catalysis program in the division of chemistry professor eunsuk kim of brown university will study new ways to manipulate sulfur in chemical reactions sulfur compounds are among the most common and problematic impurities found in crude oil their removal is a crucial step in the refining process necessary to prevent the generation of environmentally harmful products during petroleum combustion which consumes considerable energy and resources conversely sulfur is a prevalent element in many fda approved drugs highlighting its value in organic synthesis the project will focus on developing a new class of catalysts capable of efficiently inserting sulfur into molecules or removing it without damaging the remaining parts it will also train the next generation of scientists and foster collaboration across different areas of chemistry participants will gain valuable research experience applicable to the energy and pharmaceutical industries moreover the program will promote diversity in stem fields through mentoring underrepresented minorities and female scientists and creating educational materials to inspire future generations this project will develop a novel class of responsive sulfur atom transfer sat catalysts that are oxidatively stable and have self repairing capabilities during catalysis two groups of molybdenum containing catalysts supported by tridentate and tetradentate ligands will be systematically synthesized and their catalytic activities will be compared the reaction mechanisms will also be investigated the first group of catalysts supported by a tridentate ligand frame is responsive activating only when suitable substrates are present the second group supported by a tetradentate ligand frame exists in equilibrium between active and dormant forms the presence or absence of the substrate can shift this equilibrium functioning like a buffer system in both cases unintentionally oxidized catalysts can be regenerated in situ via oxygen atom transfer oat reactions owing to the catalysts unique dual catalytic capability for both oat and sat the catalysts developed from this project will be air stable and effective under mild conditions creating an immediate impact in the field of synthetic chemistry the findings will also have broad applications in both the petroleum and pharmaceutical industries this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,542333,542333,Rhode Island,Brown University
48317,2040240,University of Alaska Fairbanks Campus,AK,2021-05-01,2026-04-30,collaborative research developing high resolution records of storminess from the southern bering sea,recent storminess combined with decreasing extent and duration of sea ice in the bering sea has significantly affected alaska s arctic coastline substantially disrupting communities threatening commerce including commercial fishing and posing new challenges to our military and vital marine transportation systems unfortunately our knowledge of past storminess is limited to the last few decades so we know little about past variability in extreme storms this hinders our ability to diagnose the causes of changes in storminess and to plan for and address future storm impacts with this project we will provide comprehensive storm data sets for the central aleutian islands that span the last two millennia providing important context to current and future storm climates a research cruise along alaska s aleutian islands will allow us to access remote fjords and collect a series of sediment cores and environmental measurements that have the potential to decipher the history of ancient storm events impacting the area these storm reconstructions will improve our understanding of how intense storminess has changed in the bering sea and allow examination of the regional environmental factors that enhance or inhibit storm activity the lessons learned from this research will be useful to the scientific community planners and local decision makers and will improve preparedness and resilience to future storm activity and coastal hazards because the modern instrumental record of storminess in the bering sea is limited we know little about the variability of intense storminess prior to the last few decades to address this gap in knowledge we will develop reconstructions of extreme storms over the last few millennia from coarse grained event beds in deep coastal basins along the north coast of the aleutians using sedimentological geophysical and numerical modeling techniques coupled with local instrumentation wave current pressure sensors and the collection of local oral and written storm narratives we will develop reconstructions of coarse grained event beds over several millennia measure real time storm related coastal processes to determine thresholds for event bed deposition and provide national weather service data for real time storm and flood impact forecasting engage with local communities to develop a chronology of historical storm affects and differentiate other mechanisms of event bed deposition and develop a record of relative sea level change and potentially great earthquakes and tsunamis this research is tightly coupled with a field and lab based education plan focused on building coastal science literacy to support informed decision making extreme storms endanger alaskan native coastal communities already at risk from increased flooding and erosion and threaten critical infrastructure and access to subsistence resources a collaboration with the qawalangin tribe of unalaska will serve to build synergy between scientists local stakeholders and community residents tribal participation in the planning and carrying out of research activities the production of a professional outreach video photo blog and design of a portable educational exhibit and accompanying curriculum materials will provide many opportunities for meaningful engagement and the promotion of stem fields to under represented groups the research will also incorporate undergraduate and graduate students with targeted efforts to increase the representation of alaska natives women minorities and people with disabilities in stem fields we will widely present to the public and scientific audiences through multiple media and at professional conferences and publications this award reflects nsf s statutory mission and has been deemed worthy of support through evaluation using the foundation s intellectual merit and broader impacts review criteria,769965,769965,Alaska,University of Alaska Fairbanks Campus
